App Name,App ID,Genre,Installs,APK_file_name,Permission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Degoo: 20 GBクラウドストレージ,com.degoo.android,仕事効率化,"10,000,000+",/mnt/c/users/ryutaro/downloads/com.degoo.android.apk,com.google.android.gms.permission.AD_ID,android.permission.USE_CREDENTIALS,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,android.permission.WAKE_LOCK,android.permission.WRITE_SETTINGS,android.permission.READ_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,com.anddoes.launcher.permission.UPDATE_COUNT,oppo.permission.MANAGE_EXTERNAL_STORAGE,com.htc.launcher.permission.READ_SETTINGS,com.android.vending.CHECK_LICENSE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.FOREGROUND_SERVICE,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.MANAGE_EXTERNAL_STORAGE,me.everything.badger.permission.BADGE_COUNT_WRITE,com.oppo.launcher.permission.READ_SETTINGS,android.permission.CHANGE_NETWORK_STATE,com.sonyericsson.home.permission.BROADCAST_BADGE,com.google.android.c2dm.permission.RECEIVE,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.oppo.launcher.permission.WRITE_SETTINGS,com.sec.android.provider.badge.permission.WRITE,oppo.permission.OPPO_COMPONENT_SAFE,com.huawei.android.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.READ_APP_BADGE,com.htc.launcher.permission.UPDATE_SHORTCUT,com.sec.android.provider.badge.permission.READ,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,com.majeur.launcher.permission.UPDATE_BADGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deliveroo: Food Delivery UK,com.deliveroo.orderapp,フード＆ドリンク,"10,000,000+",Deliveroo_ Food Delivery UK_3.131.0_Apkpure.apk,android.permission.CAMERA,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.REORDER_TASKS,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_COARSE_LOCATION,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_FINE_LOCATION,android.permission.VIBRATE,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_NETWORK_STATE,com.deliveroo.orderapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.FOREGROUND_SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design Blast - ホームデザインゲーム,com.bigcool.puzzle.designblast,パズル,"500,000+",/mnt/c/users/ryutaro/downloads/com.bigcool.puzzle.designblast.apk,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,android.permission.ACCESS_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design Masters,com.playgendary.homes,ミニゲーム,"5,000,000+",Design Masters_1.9.14040_Apkpure.apk,com.google.android.gms.permission.AD_ID,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.POST_NOTIFICATIONS,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,com.anddoes.launcher.permission.UPDATE_COUNT,com.htc.launcher.permission.READ_SETTINGS,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.CHANGE_WIFI_MULTICAST_STATE,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.FOREGROUND_SERVICE,me.everything.badger.permission.BADGE_COUNT_WRITE,com.oppo.launcher.permission.READ_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,com.google.android.c2dm.permission.RECEIVE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.oppo.launcher.permission.WRITE_SETTINGS,com.sec.android.provider.badge.permission.WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.READ_APP_BADGE,com.htc.launcher.permission.UPDATE_SHORTCUT,com.playgendary.homes.permission.C2D_MESSAGE,com.sec.android.provider.badge.permission.READ,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,com.majeur.launcher.permission.UPDATE_BADGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design My Room,com.langqi.myshoppingmall,シミュレーション,"1,000,000+",Design My Room_1.21.0_Apkpure.apk,android.permission.WAKE_LOCK,com.langqi.myshoppingmall.permission.C2D_MESSAGE,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,android.permission.READ_LOGS,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DesignVille：マージ&デザイン,com.tapclap.designville.merge,パズル,"1,000,000+",DesignVille_ Merge & Story_1.69.1_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK,android.permission.INTERNET,com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_WIFI_STATE,com.tapclap.designville.merge.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,com.applovin.array.apphub.permission.BIND_APPHUB_SERVICE,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmosグラフ計算機,com.desmos.calculator,教育,"5,000,000+",Desmos Graphing Calculator_7.4.0.0_Apkpure.apk,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desygner：グラフィックデザインを作成＆編集,com.delgeo.desygner,アート＆デザイン,"5,000,000+",Desygner_ Graphic Design Maker_4.11_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.READ_MEDIA_VIDEO,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.POST_NOTIFICATIONS,com.android.launcher.permission.INSTALL_SHORTCUT,com.delgeo.desygner.permission.C2D_MESSAGE,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,android.permission.RECEIVE_BOOT_COMPLETED,com.anddoes.launcher.permission.UPDATE_COUNT,com.htc.launcher.permission.READ_SETTINGS,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.FOREGROUND_SERVICE,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.READ_MEDIA_AUDIO,me.everything.badger.permission.BADGE_COUNT_WRITE,com.oppo.launcher.permission.READ_SETTINGS,android.permission.CAMERA,android.permission.RECORD_AUDIO,com.sonyericsson.home.permission.BROADCAST_BADGE,com.google.android.c2dm.permission.RECEIVE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.oppo.launcher.permission.WRITE_SETTINGS,com.sec.android.provider.badge.permission.WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.READ_APP_BADGE,com.htc.launcher.permission.UPDATE_SHORTCUT,com.sec.android.provider.badge.permission.READ,android.permission.READ_MEDIA_IMAGES,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,com.majeur.launcher.permission.UPDATE_BADGE,com.delgeo.desygner.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detecht - Motorcycle App & GPS,se.app.detecht,地図＆ナビ,"100,000+",Detecht - Motorcycle App & GPS_3.11.3_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.POST_NOTIFICATIONS,android.permission.WAKE_LOCK,android.permission.HIGH_SAMPLING_RATE_SENSORS,android.permission.READ_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.FOREGROUND_SERVICE,android.permission.READ_CONTACTS,android.permission.CAMERA,android.permission.CHANGE_NETWORK_STATE,android.permission.MODIFY_AUDIO_SETTINGS,com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_FINE_LOCATION,android.permission.CALL_PHONE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DiDi Food（ディディフード）- デリバリーアプリ,com.xiaojukeji.didi.global.customer,フード＆ドリンク,"10,000,000+",DiDi Food_ Express Delivery_2.0.44_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_PHONE_STATE,android.permission.VIBRATE,android.permission.USE_BIOMETRIC,android.permission.WAKE_LOCK,android.permission.BLUETOOTH,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.BROADCAST_STICKY,android.permission.FOREGROUND_SERVICE,android.permission.READ_CONTACTS,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,android.permission.CAMERA,android.permission.RECORD_AUDIO,android.permission.CHANGE_NETWORK_STATE,com.google.android.providers.gsf.permission.READ_GSERVICES,com.google.android.c2dm.permission.RECEIVE,android.permission.FLASHLIGHT,android.permission.USE_FINGERPRINT,com.android.launcher.permission.READ_SETTINGS,android.permission.ACCESS_WIFI_STATE,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.ACCESS_FINE_LOCATION,android.permission.CHANGE_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.BLUETOOTH_ADMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DigiCal 日本カレンダースケジュール,com.digibites.calendar,仕事効率化,"5,000,000+",DigiCal Calendar Agenda_2.2.23_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.ACCESS_COARSE_LOCATION,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_CALENDAR,android.permission.ACCESS_FINE_LOCATION,android.permission.VIBRATE,com.android.vending.BILLING,com.android.vending.CHECK_LICENSE,android.permission.SCHEDULE_EXACT_ALARM,android.permission.WRITE_CALENDAR,android.permission.READ_CONTACTS,android.permission.FOREGROUND_SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DigiCal+ 日本カレンダースケジュール,com.digibites.calendarplus,仕事効率化,"100,000+",DigiCal Calendar Agenda_2.2.23_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.ACCESS_COARSE_LOCATION,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_CALENDAR,android.permission.ACCESS_FINE_LOCATION,android.permission.VIBRATE,com.android.vending.BILLING,com.android.vending.CHECK_LICENSE,android.permission.SCHEDULE_EXACT_ALARM,android.permission.WRITE_CALENDAR,android.permission.READ_CONTACTS,android.permission.FOREGROUND_SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dino - Meet New Friends,com.dinoapp.chat,エンタメ,"50,000+",Dino - Meet New Friends_3.4.1_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.READ_MEDIA_VIDEO,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_PHONE_STATE,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.POST_NOTIFICATIONS,android.permission.SYSTEM_ALERT_WINDOW,android.permission.WAKE_LOCK,android.permission.BLUETOOTH,android.permission.INTERNET,android.permission.NETWORK_PROVIDER,android.permission.READ_EXTERNAL_STORAGE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.FOREGROUND_SERVICE,android.permission.READ_MEDIA_AUDIO,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,android.permission.READ_PRIVILEGED_PHONE_STATE,android.permission.CAMERA,android.permission.GET_TASKS,android.permission.RECORD_AUDIO,android.permission.CHANGE_NETWORK_STATE,android.permission.MODIFY_AUDIO_SETTINGS,com.google.android.c2dm.permission.RECEIVE,android.permission.RECEIVE_USER_PRESENT,android.permission.RESTART_PACKAGES,android.permission.READ_LOGS,com.naviemu.dino.permission.XGPUSH_RECEIVE,android.permission.ACCESS_WIFI_STATE,android.permission.READ_MEDIA_IMAGES,android.permission.ACCESS_FINE_LOCATION,android.permission.SCHEDULE_EXACT_ALARM,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirectCloud　法人向けクラウドストレージ,com.jiran.directbox,仕事効率化,"10,000+",DirectCloud_2.9.24_Apkpure.apk,android.permission.USE_CREDENTIALS,android.permission.GET_ACCOUNTS,android.permission.VIBRATE,android.permission.USE_BIOMETRIC,android.permission.DISABLE_KEYGUARD,android.permission.WAKE_LOCK,android.permission.BLUETOOTH,android.permission.INTERNET,android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_OWNER_DATA,android.permission.CAMERA,android.permission.RECORD_AUDIO,com.jiran.directbox.permission.C2D_MESSAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.READ_OWNER_DATA,android.permission.USE_FINGERPRINT,android.permission.KILL_BACKGROUND_PROCESSES,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discord - 話そう、チャットしよう、集まろう,com.discord,通信,"100,000,000+","Discord_ Talk, Chat & Hang Out_182.15 - Stable_Apkpure.apk",com.google.android.gms.permission.AD_ID,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.BLUETOOTH_CONNECT,android.permission.USE_FULL_SCREEN_INTENT,android.permission.SYSTEM_ALERT_WINDOW,android.permission.WAKE_LOCK,android.permission.BLUETOOTH,android.permission.READ_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.BROADCAST_STICKY,android.permission.CHANGE_WIFI_MULTICAST_STATE,android.permission.FOREGROUND_SERVICE,android.permission.READ_CONTACTS,android.permission.CAMERA,android.permission.RECORD_AUDIO,android.permission.MODIFY_AUDIO_SETTINGS,com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney+,com.disney.disneyplus,エンタメ,"100,000,000+",Disney+_2.20.0-rc2_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK,android.permission.INTERNET,com.google.android.c2dm.permission.RECEIVE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,android.permission.USE_BIOMETRIC,com.samsung.android.mapsagent.permission.READ_APP_INFO,android.permission.POST_NOTIFICATIONS,com.disney.disneyplus.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.ACCESS_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,android.permission.USE_FINGERPRINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dlf Audiothek,de.deutschlandfunk.dlfaudiothek,音楽＆オーディオ,"500,000+",Dlf Audiothek_2.5.3_Apkpure.apk,android.permission.WAKE_LOCK,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.READ_EXTERNAL_STORAGE,android.permission.VIBRATE,android.permission.SCHEDULE_EXACT_ALARM,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.USE_FULL_SCREEN_INTENT,android.permission.FOREGROUND_SERVICE,android.permission.SYSTEM_ALERT_WINDOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DocuBay - Watch Documentaries,com.epic.docubay,エンタメ,"1,000,000+",DocuBay - Watch Documentaries_1.0.16_Apkpure.apk,android.permission.WAKE_LOCK,android.permission.RECORD_AUDIO,android.permission.INTERNET,com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_PHONE_STATE,com.android.vending.BILLING,android.permission.CHANGE_WIFI_STATE,com.amazon.device.permission.COMRADE_CAPABILITIES,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DokiDoki Live-ライブ配信楽しもう,net.imusic.android.dokidoki,ソーシャルネットワーク,"1,000,000+",DokiDoki Live-ライブ配信楽しもう_2.9.40_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_PHONE_STATE,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.DISABLE_KEYGUARD,android.permission.POST_NOTIFICATIONS,android.permission.BLUETOOTH_CONNECT,android.permission.USE_FULL_SCREEN_INTENT,android.permission.RECORD_VIDEO,android.permission.WAKE_LOCK,android.permission.BLUETOOTH,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.READ_EXTERNAL_STORAGE,android.permission.HIGH_SAMPLING_RATE_SENSORS,com.google.android.gms.permission.ACTIVITY_RECOGNITION,android.permission.WRITE_CALENDAR,android.permission.FOREGROUND_SERVICE,android.permission.CAMERA,android.permission.RECORD_AUDIO,com.google.android.providers.gsf.permission.READ_GSERVICES,android.permission.CHANGE_NETWORK_STATE,android.permission.MODIFY_AUDIO_SETTINGS,com.google.android.c2dm.permission.RECEIVE,android.permission.READ_CALENDAR,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,android.permission.FLASHLIGHT,android.permission.KILL_BACKGROUND_PROCESSES,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_FINE_LOCATION,android.permission.CHANGE_WIFI_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DoorDash（ドアダッシュ） - フードデリバリー、出前,com.dd.doordash,フード＆ドリンク,"50,000,000+",DoorDash - Food Delivery_15.111.26_Apkpure.apk,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_PHONE_STATE,android.permission.VIBRATE,com.dd.doordash.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.POST_NOTIFICATIONS,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.FOREGROUND_SERVICE,android.permission.READ_CONTACTS,android.permission.CAMERA,com.google.android.c2dm.permission.RECEIVE,android.permission.FLASHLIGHT,android.permission.ACCESS_BACKGROUND_LOCATION,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_FINE_LOCATION,android.permission.CALL_PHONE,android.permission.SCHEDULE_EXACT_ALARM,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dooray! - オールインワンコラボレーションツール,com.dooray.all,ビジネス,"50,000+",/mnt/c/users/ryutaro/downloads/com.dooray.all.apk,com.google.android.gms.permission.AD_ID,android.permission.AUTHENTICATE_ACCOUNTS,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.GET_ACCOUNTS,com.dooray.all.toast.push.permission.SEND,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.DISABLE_KEYGUARD,android.permission.POST_NOTIFICATIONS,android.permission.USE_FULL_SCREEN_INTENT,com.android.launcher.permission.INSTALL_SHORTCUT,android.permission.SYSTEM_ALERT_WINDOW,android.permission.WAKE_LOCK,android.permission.READ_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.FOREGROUND_SERVICE,android.permission.CAMERA,android.permission.CHANGE_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,com.dooray.all.toast.push.permission.RECEIVE,android.permission.ACCESS_WIFI_STATE,android.permission.GET_PACKAGE_SIZE,android.permission.MANAGE_ACCOUNTS,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.BROADCAST_CLOSE_SYSTEM_DIALOGS,android.permission.ACCESS_NETWORK_STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draw.ai: プレイ＆ドロー！,com.draw.ai.learn.to.draw,教育,"5,000,000+",/mnt/c/users/ryutaro/downloads/com.imult.bebebearsfree2play.apk,android.permission.WAKE_LOCK,android.permission.READ_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
