APIs,Count 
addTracingOrigin,4
setShutdownTimeoutMillis,10
getIntegrations,19
reflectionAppendArrayDetail,47
sendEvent,76
getPlainActivity,10
getDesiredArgsTypes,20
isUsingDeveloperTool,8
getCommitTime,8
getBundleURL,8
isDevelopmentMode,8
isImplicitRepeatableContainer,60
isRepeatableWithImplicitContainer,35
getTypeParameterClassifier,52
prepareType,54
getStringBuffer,64
changeState,57
getActiveExecutor,60
serializeTo,20
getDeclarationDescriptor,65
rejectPromiseWithExceptionMap,78
computeDelegateSource,126
getDelegateImpl,126
areFqNamesEqual,56
getInlineClassRepresentation,39
isValue,61
hasStableParameterNames,120
filterIsInstance,83
toDoubleArray,14
estimateLength,69
getLoadedObject,21
toShortArray,35
precompute,20
apm,36
sqr,72
mul,128
sub,72
cswap,54
inv,72
addOne,36
subOne,36
sqrtRatioVar,36
isZeroVar,36
isOneVar,17
areEqualVar,34
carry,36
one,36
cmov,36
cnegate,36
createTable,39
zero,37
invVar,36
getValidityDate,18
hex,128
createPattern,147
encodeTo,63
processMessageWord,19
applySipRounds,19
encodedLength,36
toDERObject,9
encodeConstructed,9
parseExplicitBaseObject,10
getTreeDigest,120
getConstructedBitStrings,27
getConstructedOctetStrings,27
toArrayInternal,27
isExplicit,34
createPrimitive,9
getByteLength,21
dispatchOnGlobalLayout,18
coerceToHtmlText,7
getCalendarType,8
removePrimaryClipChangedListener,63
getBoundaryPath,55
getReadLockCount,48
eglCopyBuffers,9
eglCreatePixmapSurface,15
eglWaitGL,28
eglWaitNative,11
getDisplayLabel,10
onTimeSet,46
getServletContext,46
getCharacterEncoding,35
getPortletInputStream,10
isHttpOnly,47
setHttpOnly,44
getMeasurementSystem,13
getProviderProperties,2
dispatchSaveInstanceState,15
autofill,47
getTimeDelta,43
requestDismissKeyguard,49
getStringType,30
getMaxDelay,20
getReportingMode,15
isWakeUpSensor,17
getClientSessionContext,72
getServerSessionContext,62
allocateMemory,28
addressSize,29
reallocateMemory,18
setMemory,39
setAlgorithmConstraints,22
setUseCipherSuitesOrder,18
getServerNames,21
setSNIMatchers,18
getUseCipherSuitesOrder,17
getAlgorithmConstraints,22
getSNIMatchers,18
getEndpointIdentificationAlgorithm,62
whenCompleteAsync,3
completedFuture,18
getPeerPort,125
getHandshakeSession,126
stopTone,16
getCreationTime,112
getLastAccessedTime,74
getPeerCertificateChain,76
getSessionContext,74
getValueNames,30
putValue,41
removeValue,34
setBufferAllocator,10
maxSealOverhead,10
setHandshakeListener,10
isEndDocument,28
versionString,13
newSSL,13
getCiphers,13
parseX509Chain,12
parsePrivateKey,12
setKeyMaterial,13
freeSSL,13
freeBIO,13
freeX509Chain,12
freePrivateKey,12
newMemBIO,13
bioWrite,12
getPeerCertChain,13
getPeerCertificate,13
getAlpnSelected,11
getNextProtoNegotiated,11
getCipherForSSL,13
getTimeout,21
bioNewByteBuffer,12
setTlsExtHostName,13
enableOcsp,24
getMaxWrapOverhead,12
isInInit,12
shutdownSSL,13
clearError,13
getLastErrorNumber,13
getErrorString,33
doHandshake,14
bioLengthNonApplication,12
readFromSSL,13
getHandshakeCount,13
setVerify,27
sslPending,12
bioSetByteBuffer,12
writeToSSL,13
getShutdown,13
clearOptions,23
setOptions,121
bioLengthByteBuffer,12
bioClearByteBuffer,12
bioFlushByteBuffer,12
getSigAlgs,10
getSniHostname,10
setCipherSuite,13
setCertificateCallback,10
free,19
getSessionCacheSize,20
getSessionCacheTimeout,9
setSessionCacheSize,37
setSessionIdContext,13
setSessionCacheTimeout,13
setTmpDHLength,12
setNpnProtos,11
setAlpnProtos,11
setUseTasks,10
disableOcsp,12
setCertificateBio,13
setCertificateChainBio,13
setCertVerifyCallback,13
setCACertificateBio,12
setSniHostnameMatcher,12
getAlgName,16
getAlgParameters,16
getMessageFactory,18
bytesConsumed,78
valueUnbound,72
valueBound,72
supportedOptions,13
inflateSetDictionary,12
inflateEnd,12
getVoice,12
checkValid,31
doMain,5
getLocator,10
toStableString,5
getCopyOfPartList,5
postIOFailure,4
addInfo,234
addWarn,181
addError,710
addStatus,40
setFormattingInfo,10
getFormatInfo,10
printNext,10
isTriggeringEvent,5
getOrCreate,14
endOfLife,10
removeStaleComponents,10
setMaxComponents,10
allComponents,5
afDebugLog,16
setIncSupp,121
createKernelID,112
isIncSupp,11
getDummyAlloc,11
createFieldID,68
getStatusManager,5
getCopyOfPropertyMap,5
getBirthTime,5
initCollisionMaps,4
getLineColStr,5
setOptionList,5
doLayout,7
booleanAsStr,10
getParentsRawFileProperty,10
determineCompressionMode,10
isParentPrudent,5
setFileNamePattern,4
getFirstOption,40
getOptionList,25
getFormattingInfo,4
buildInterpreter,5
getLayoutWidth,14
getLayoutHeight,10
AFVersionDeclaration,30
setPostCompileProcessor,5
writeLoopOnConverters,5
getInstanceConverterMap,5
setOutputPatternAsHeader,5
startNewTableIfLimitReached,5
doConfigure,17
informContextOfURLUsedForConfiguration,5
registerSafeConfiguration,5
recallSafeConfiguration,5
getSyslogHost,4
getFacility,5
getDiscriminatorKey,5
setAppenderFactory,5
oneAndOnlyOneCheck,5
setEncoder,9
setOutputStream,21
optionalWarning,4
getCurrentTime,58
setDateInCurrentPeriod,10
computeNextCheck,10
withErrors,4
isErrorFree,4
isUnboundedTotalSizeCap,4
getPattern,66
setCharset,25
setEventOffset,5
processInclude,5
addErrorForCollision,4
closeOutputStream,5
isPrudent,5
rawFileProperty,5
setMaximumNativeZ,7
setMaximumZ,7
setMinimumZ,7
setOfflineMode,7
setTileCacheMaxAge,7
setTileCachePath,7
setTileSize,7
setUrlTemplate,7
getReactNativeHost,8
subjoinSTEPArray,5
emitJSEvent,1
resolveDependencies,30
future,30
findStoredFiles,22
enqueueContentForDelivery,11
deleteStoredFiles,22
cancelQueuedFiles,22
setSerializeNulls,11
beforeValue,11
addOnPageChangeListener,162
hasActiveCatalystInstance,46
prepareLayoutAnimations,5
getScheduler,9
getReleaseStage,10
getBuildUuid,10
getVersionCode,19
getBinaryArch,10
getCodeBundleId,4
getCpuAbi,10
getJailbroken,10
getManufacturer,18
getOsName,13
getOsVersion,15
getRuntimeVersions,10
getTotalMemory,10
calculateDisplayTimestamp,12
setDots,4
markItemAsRead,8
hideOneButton,6
hideTwoButtons,6
getImageBackgroundColor,6
setImageRequest,16
setControllerListener,19
setOldController,20
didDismiss,29
getScaledPixels,17
didClick,6
fireUrlThroughIntent,6
isTablet,25
redrawHalfInterstitialInApp,4
redrawHalfInterstitialMobileInAppOnTablet,4
redrawInterstitialTabletInApp,4
redrawInterstitialMobileInAppOnTablet,4
redrawInterstitialInApp,4
redrawLandscapeInterstitialTabletInApp,4
redrawLandscapeInterstitialMobileInAppOnTablet,4
redrawLandscapeInterstitialInApp,4
setupInAppButton,15
hideSecondaryButton,6
setPointerOverCapture,11
setPointerOver,11
setPointerOutCapture,11
setPointerOut,11
hasGeometry,32
getGeometry,50
storeRenderer,64
setLineStringWidth,64
setMarkerHotSpot,64
setMarkerRotation,64
setPolygonFillColor,64
setPolygonStrokeWidth,64
getAllFeatures,64
removeFromMap,32
putFeatures,32
addGeoJsonFeatureToMap,32
isLayerOnMap,64
setLayerVisibility,64
getFeatures,98
hasFeatures,82
hasProperty,39
putImagesCache,20
putStyles,64
getStylesRenderer,32
getPlacemarkVisibility,32
getPlacemarkStyle,32
addKmlPlacemarkToMap,32
putContainerFeature,32
getImagesCache,20
attachGroundOverlay,32
getMarkerIconUrls,32
removeFeatures,32
getGroundOverlayMap,32
getContainerList,32
getStyleMaps,32
assignStyleMap,32
clearStylesRenderer,32
storeData,32
onFailedToRecycleView,40
getDateTimeInUTC,14
setParsedParts,66
getParsedString,22
getCriticalParams,66
getCustomParams,105
getParsedBase64URL,66
toBase64URL,66
getSecureRandom,22
setSecureRandom,22
retrieveResource,10
emitError,4
locationToMap,4
getConnectivityManager,60
updateConnectivity,60
getReactContext,37
setTitleMarginStart,3
setGeometryType,128
getGeometryObject,192
getGeometryType,225
getJCAContext,340
supportedJWEAlgorithms,84
supportedEncryptionMethods,84
getCustomParam,26
supportedJWSAlgorithms,88
getKeyUse,66
getKeyOperations,66
getKeyID,66
getX509CertURL,66
getX509CertThumbprint,66
getX509CertSHA256Thumbprint,66
getX509CertChain,66
getKeyStore,76
getJWKSet,22
decodeToBigInteger,22
decrypt,30
setAllowsProtectedMedia,6
setHitSlopRect,10
getSizeLimit,22
getConcatKDF,20
getJCAAlgorithmName,44
renderMarkers,6
setBlurAutoUpdate,18
setBlurEnabled,17
setBlurRadius,17
setOverlayColor,17
shouldCompareContent,1
getDependency,3
dispatchAttach,1
handleBackPress,1
dispatchDetach,1
saveInstanceState,4
cancelScope,3
attachState,5
getStateInfo,5
setMaxQueueSize,9
getCoroutineContext,71
writeJSONString,22
skipNQString,46
skipDigits,46
skipSpace,47
parseNumber,52
extractFloat,46
checkLeadinZero,46
checkControleChar,23
readString2,46
subscribeWith,20
clearChildSavedState,1
getChildSavedState,1
disposeOnWorkerGroupStop,2
startScope,2
endScope,2
fromAction,1
setRouter,1
getRouter,89
onRouterFirstAttach,1
onRouterAttached,1
getInteractor,18
getNavigator,239
detachChild,19
getRouterChildren,1
createNavigatorState,1
willDetach,1
hasChildren,7
getEventsObservable,1
keepAttachedIfHasNoChildren,1
initNavigator,1
publish,79
getUnderlyingFlow,1
distinctUntilChanged,36
getSubscriptionCount,3
produceImpl,14
attachRibForState,1
detachRibFromStack,1
detachNoBackStackRib$ribs_release,1
peekState,1
containsNoBackStackChild,1
containsChild,1
popState,1
getStackRibCount,1
getNameWithoutExtension,36
flatMapIterable,26
getCompletionCause,34
getCompletionCauseHandled,28
replaceFirst$default,43
elementType,3
parent,54
entity,7
resetPivot,58
shortValueExact,48
setPositivePrefix,99
setPositiveSuffix,102
setNegativePrefix,100
setNegativeSuffix,98
isCacheBehaviorTombstone,26
isCacheBehaviorGroup,26
isDataRoamingEnabled,15
getVoiceMailAlphaTag,18
getGroupIdLevel1,21
getVoiceMailNumber,30
getDeviceSoftwareVersion,20
acceptLanguage,48
getKeywordValue,48
getKeywords,75
performEditorAction,51
setCurrencySymbol,163
getPlusSign,48
getCurrentInputEditorInfo,14
getCurrentInputConnection,16
isExtractViewShown,13
getTextForImeAction,13
addCertPathChecker,72
getRevocationChecker,72
setByteStream,17
getBondState,84
getRxLinkSpeedMbps,32
getTxLinkSpeedMbps,32
onThreadViolation,12
onVmViolation,13
createLSOutput,16
setMediaSource,31
getKeywordValuesForLocale,98
isCaseLevel,48
setCaseFirstDefault,48
setLowerCaseFirst,48
setUpperCaseFirst,48
setAlternateHandlingShifted,48
setNumericCollation,49
setCaseLevel,48
getAvailableNames,48
getInstanceByName,48
fromUri,34
setTransferListener,4
setLanguageTag,65
clearExtensions,48
setUnicodeLocaleKeyword,48
getAvailable,50
setSignificantDigitsUsed,51
getNegativePrefix,58
getNegativeSuffix,50
setMinimumSignificantDigits,48
getMinimumSignificantDigits,48
getTransferListener,3
getOtherPrimeInfo,44
getPrime,44
getSubjectPublicKeyInfo,83
declarePrefix,11
getDeclaredPrefixes,9
pushContext,11
popContext,10
setVoice,12
getVoices,13
getMaxSpeechInputLength,5
setSpeechRate,49
isNetworkConnectionRequired,7
getCachedNdefMessage,5
startDiscovery,58
isDiscovering,49
cancelDiscovery,64
createInsecureRfcommSocketToServiceRecord,18
createRfcommSocketToServiceRecord,31
getMajorDeviceClass,25
hasPermission,44
openDevice,40
bulkTransfer,44
releaseInterface,27
claimInterface,33
controlTransfer,19
getEndpointCount,33
getEndpoint,45
getOriginatingPackageName,22
domainMatches,21
getReferencedClassOrNull,21
remapType,22
mapStatementOrigin,11
getVelocity,1
onProvideStructure,9
dispatchRecomposes,1
getUsed,3
groupSize,1
getStartStack$compose_runtime_release,1
getGroupSize,1
isNode,6
getParentNodes,1
getNodeIndex,1
recordStartGroup$compose_runtime_release,2
recordEndGroup$compose_runtime_release,2
getNodeCount$compose_runtime_release,2
getCurrentEnd$compose_runtime_release,2
setNodeCount$compose_runtime_release,2
getSlots$compose_runtime_release,2
effectiveIndex$compose_runtime_release,2
advance$compose_runtime_release,1
advanceToNextGroup$compose_runtime_release,2
setCurrentEnd$compose_runtime_release,1
getParentIndex,1
startGroup,3
getInserting,3
skipCurrentGroup,3
endGroup,3
startNode,5
emitNode,3
useNode,3
endNode,3
endRestartGroup,1
joinKey,3
startJoin,1
doneJoin,1
startRestartGroup,1
isFinishedFromNanos,30
getEndVelocity,30
visitClass,46
visitFunction,73
visitBlock,35
visitBreakContinue,33
visitCall,66
visitDeclaration,33
visitDoWhileLoop,33
visitField,46
visitProperty,55
visitReturn,44
visitWhen,42
visitWhileLoop,33
visitLocalDelegatedProperty,33
visitVariable,35
visitFunctionExpression,33
visitConstructorCall,55
visitFunctionReference,44
visitValueAccess,33
visitBlockBody,35
visitComposite,35
visitEnumEntry,35
visitPackageFragment,35
visitSetField,35
visitSetValue,46
visitSimpleFunction,69
visitValueParameter,34
getCurrentDeclarationParent,11
getCurrentScope,11
getFileScope,5
getNearestComposer,5
getLocalDeclarationCaptures,5
updatedAnnotations,15
irIsolateBitsAtSlot,5
irSlotAnd,5
onEndChanges,19
notifyEnded$ui_animation_core_release,1
setOnEnd$ui_animation_core_release,1
setTargetValue$ui_animation_core_release,1
startAnimation$ui_animation_core_release,1
setValue$ui_animation_core_release,1
endAnimation$ui_animation_core_release,1
getInternalVelocity$ui_animation_core_release,1
getProps$ui_animation_core_release,1
getObservers$ui_animation_core_release,1
dispatchTime$ui_animation_core_release,1
getTopLevelClass,25
hasStableMarker,1
stabilityOf,5
irConst,80
irStableExpression,10
makeStabilityField,5
makeStabilityProp,5
setUsed,5
paramIndexForSlot,5
getHasComposableCallsWithGroups,2
getHasComposableCalls,15
getFunctionScope,9
setHasDefaultsGroup,5
getHasDefaultsGroup,5
markCoalescableGroup,5
recordComposableCall,5
markReturn,5
recordSourceLocation,5
realizeEndCalls,5
realizeCoalescableGroup,5
realizeGroup,5
setHasJump,5
realizeAllDirectChildren,5
irGet,46
irNotEqual,5
irAnd,5
irOrOr,5
binaryOperator,5
irCall,46
irOr,5
bitMask,15
irSet,16
irInv,1
metricsFor,10
getComposerIrClass,15
irGetBit,5
irIf,10
irAndAnd,5
irBranch,5
irForLoop,5
irEqual,5
sourceKey,10
referenceFunction,8
unboxInlineClass,10
unboxValueIfInline,5
irXor,5
irGreater,5
replaceArgumentsWithStarProjections,15
irLambda,1
irNull,5
transformChildrenVoid,55
irNot,10
isInvoke,11
irBooleanOr,5
irBlock,5
isTransformedComposableCall,2
isSyntheticComposableCall,5
isComposableSingletonGetter,10
isComposableSingletonClass,5
getTopLevelFunctions,15
getTopLevelClassOrNull,9
hasAnnotation,49
hasComposableAnnotation,15
getTopLevelPropertyGetter,9
referenceSimpleFunction,5
getTopLevelFunction,22
dexSafeName,10
coerceInlineClasses,5
getSymbolRemapper,15
getInternalFunction,2
getInternalProperty,1
getInternalClass,1
visitConstructor,55
visitDelegatingConstructorCall,33
visitGetValue,44
getInternalClassOrNull,1
root,9
signatureString,5
getComposableForDecoy,15
getSignatureId,5
