App Name,App ID,Genre,Installs,APK_file_name,,Permission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI ARTA: Art & Photo Generator,ai.generated.art.maker.image.picture.photo.generator.painting,アート＆デザイン,"1,000,000+",AI ARTA_ Art & Photo Generator_2.14.5_Apkpure.apk,ai.generated.art.maker.image.picture.photo.generator.painting.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_MEDIA_IMAGES,android.permission.ACCESS_WIFI_STATE,android.permission.POST_NOTIFICATIONS,android.permission.READ_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.CAMERA,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,android.permission.SCHEDULE_EXACT_ALARM,com.applovin.array.apphub.permission.BIND_APPHUB_SERVICE,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,com.android.vending.BILLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI LingoChamp-AIの先生と英語/日本語/韓国語,com.laix.lingochamp,教育,"500,000+",/mnt/c/users/ryutaro/downloads/com.laix.lingochamp.apk,android.permission.BLUETOOTH,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,android.permission.MODIFY_AUDIO_SETTINGS,com.google.android.gms.permission.AD_ID,android.permission.READ_EXTERNAL_STORAGE,com.android.vending.BILLING,android.permission.RECORD_AUDIO,android.permission.READ_PRIVILEGED_PHONE_STATE,android.permission.SCHEDULE_EXACT_ALARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI イラスト・AIお絵かき- UniDream,com.hugelettuce.unidream.ai.drawing,アート＆デザイン,"50,000+",AI Art Generator - UniDream_1.5.1_Apkpure.apk,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_CALENDAR,android.permission.READ_CALENDAR,android.permission.WAKE_LOCK,android.permission.READ_PHONE_STATE,android.permission.INTERNET,android.permission.CHANGE_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,com.google.android.gms.permission.AD_ID,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_EXTERNAL_STORAGE,android.permission.SYSTEM_ALERT_WINDOW,com.android.vending.BILLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANA,jp.co.ana.android.tabidachi,旅行＆地域,"1,000,000+",Ana Vodafone_2023.6.2_Apkpure.apk,android.permission.ACCESS_FINE_LOCATION,android.permission.CAMERA,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.READ_NETWORK_USAGE_HISTORY,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.READ_CONTACTS,android.permission.WAKE_LOCK,android.permission.ACCESS_COARSE_LOCATION,android.permission.READ_LOGS,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SYSTEM_ALERT_WINDOW,android.permission.READ_PHONE_NUMBERS,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,android.permission.READ_PHONE_STATE,com.google.android.gms.permission.AD_ID,android.permission.READ_EXTERNAL_STORAGE,com.your.package.permission.C2D_MESSAGE,android.permission.PACKAGE_USAGE_STATS,android.permission.RECORD_AUDIO,android.permission.ACCESS_BACKGROUND_LOCATION,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTON: Curriculum & Homeschool,com.solocode.anton,教育,"5,000,000+",ANTON_ Curriculum & Homeschool_1.9.11_Apkpure.apk,com.huawei.android.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.READ_APP_BADGE,com.majeur.launcher.permission.UPDATE_BADGE,android.permission.CAMERA,android.permission.INTERNET,com.oppo.launcher.permission.WRITE_SETTINGS,android.permission.FOREGROUND_SERVICE,com.solocode.anton.permission.PushHandlerActivity,com.anddoes.launcher.permission.UPDATE_COUNT,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.htc.launcher.permission.READ_SETTINGS,android.permission.ACCESS_NETWORK_STATE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.sec.android.provider.badge.permission.READ,com.oppo.launcher.permission.READ_SETTINGS,com.android.vending.BILLING,com.solocode.anton.permission.C2D_MESSAGE,com.htc.launcher.permission.UPDATE_SHORTCUT,com.sonyericsson.home.permission.BROADCAST_BADGE,com.sec.android.provider.badge.permission.WRITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS Cloud 写真も動画もクラウドバックアップ,com.aos.aosboxpro,ツール,"100,000+",AOS Cloud 写真も動画もクラウドバックアップ_6.4.1.308_Apkpure.apk,android.permission.GET_ACCOUNTS,android.permission.READ_PROFILE,android.permission.WRITE_SETTINGS,android.permission.RECEIVE_SMS,android.permission.MANAGE_EXTERNAL_STORAGE,com.majeur.launcher.permission.UPDATE_BADGE,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,com.anddoes.launcher.permission.UPDATE_COUNT,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.READ_CONTACTS,android.permission.WAKE_LOCK,com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,com.htc.launcher.permission.READ_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,android.permission.WRITE_SMS,android.permission.WRITE_CALENDAR,com.sec.android.provider.badge.permission.READ,android.permission.SET_WALLPAPER,android.permission.READ_PHONE_STATE,android.permission.WRITE_CONTACTS,android.permission.READ_SMS,android.permission.CHANGE_WIFI_STATE,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,android.permission.READ_EXTERNAL_STORAGE,com.google.android.gms.permission.AD_ID,com.android.vending.BILLING,com.htc.launcher.permission.UPDATE_SHORTCUT,android.permission.READ_CALENDAR,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.WRITE_CALL_LOG,com.sec.android.provider.badge.permission.WRITE,com.android.browser.permission.READ_HISTORY_BOOKMARKS,android.permission.READ_CALL_LOG,android.permission.BATTERY_STATS,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD Audiothek,de.ard.audiothek,音楽＆オーディオ,"1,000,000+",/mnt/c/users/ryutaro/downloads/de.ard.audiothek.apk,com.huawei.android.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.READ_APP_BADGE,com.majeur.launcher.permission.UPDATE_BADGE,android.permission.INTERNET,com.oppo.launcher.permission.WRITE_SETTINGS,android.permission.FOREGROUND_SERVICE,me.everything.badger.permission.BADGE_COUNT_WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.WAKE_LOCK,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.VIBRATE,com.htc.launcher.permission.READ_SETTINGS,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,android.permission.POST_NOTIFICATIONS,com.sec.android.provider.badge.permission.READ,com.oppo.launcher.permission.READ_SETTINGS,de.ard.audiothek.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.READ_EXTERNAL_STORAGE,com.htc.launcher.permission.UPDATE_SHORTCUT,com.android.launcher.permission.INSTALL_SHORTCUT,com.sonyericsson.home.permission.BROADCAST_BADGE,de.ard.audiothek.permission.C2D_MESSAGE,com.sec.android.provider.badge.permission.WRITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD Mediathek,de.swr.avp.ard.tv,動画プレーヤー＆エディタ,"1,000,000+",ARD Mediathek_10.4.0_Apkpure.apk,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,de.swr.avp.ard.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTROファイルマネージャー：ストレージ・クラウド容量管理,com.metago.astro,ツール,"50,000,000+",ASTRO File Manager & Cleaner_8.12.0_Apkpure.apk,android.permission.GET_ACCOUNTS,android.permission.WRITE_SETTINGS,android.permission.READ_MEDIA_VIDEO,android.permission.RESTART_PACKAGES,android.permission.MANAGE_EXTERNAL_STORAGE,android.permission.READ_MEDIA_AUDIO,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.REQUEST_DELETE_PACKAGES,android.permission.KILL_BACKGROUND_PROCESSES,android.permission.USE_CREDENTIALS,android.permission.QUERY_ALL_PACKAGES,com.metago.astro.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.WRITE_MEDIA_STORAGE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,com.android.launcher.permission.WRITE_SETTINGS,android.permission.SET_WALLPAPER,android.permission.USE_BIOMETRIC,android.permission.REQUEST_INSTALL_PACKAGES,com.google.android.gms.permission.AD_ID,android.permission.READ_EXTERNAL_STORAGE,com.android.launcher.permission.READ_SETTINGS,android.permission.READ_MEDIA_IMAGES,com.android.launcher.permission.INSTALL_SHORTCUT,android.permission.USE_FINGERPRINT,android.permission.PACKAGE_USAGE_STATS,android.permission.GET_TASKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVG - ウイルス対策アプリ スマホセキュリティ,com.antivirus,ツール,"100,000,000+",AVG AntiVirus & Security_23.3.2_Apkpure.apk,android.permission.DISABLE_KEYGUARD,android.permission.GET_ACCOUNTS,android.permission.ACCESS_FINE_LOCATION,android.permission.WRITE_SETTINGS,android.permission.MANAGE_EXTERNAL_STORAGE,com.avast.android.vpn.avg.STATE_INFORMER_SERVICE,android.permission.INTERNET,android.permission.REQUEST_DELETE_PACKAGES,android.permission.FOREGROUND_SERVICE,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.KILL_BACKGROUND_PROCESSES,android.permission.QUERY_ALL_PACKAGES,android.permission.CLEAR_APP_CACHE,android.permission.MANAGE_ACCOUNTS,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,com.avast.android.account.avg.ACCOUNT_PERMISSION,android.permission.WAKE_LOCK,com.antivirus.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.BROADCAST_CLOSE_SYSTEM_DIALOGS,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SYSTEM_ALERT_WINDOW,android.permission.EXPAND_STATUS_BAR,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,android.permission.READ_PHONE_STATE,android.permission.GET_PACKAGE_SIZE,com.avast.android.feed.avg.CACHE_PERMISSION,com.google.android.gms.permission.AD_ID,android.permission.READ_EXTERNAL_STORAGE,com.android.vending.BILLING,android.permission.USE_FULL_SCREEN_INTENT,android.permission.USE_FINGERPRINT,android.permission.PACKAGE_USAGE_STATS,com.avast.android.applocker.avg.TEMPORARY_DISABLE,android.permission.ACCESS_BACKGROUND_LOCATION,android.permission.BATTERY_STATS,android.permission.GET_TASKS,,,,,,,,,,,,,,,,,,,,,,,,,,
AVG Cleaner Lite,com.s.cleaner,仕事効率化,"5,000,000+",/mnt/c/users/ryutaro/downloads/com.s.cleaner.apk,android.permission.GET_ACCOUNTS,android.permission.ACCESS_FINE_LOCATION,android.permission.WRITE_SETTINGS,android.permission.MANAGE_EXTERNAL_STORAGE,android.permission.BLUETOOTH,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.BLUETOOTH_ADMIN,android.permission.REQUEST_DELETE_PACKAGES,android.permission.KILL_BACKGROUND_PROCESSES,android.permission.QUERY_ALL_PACKAGES,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.USE_CREDENTIALS,android.permission.MANAGE_ACCOUNTS,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_NOTIFICATION_POLICY,com.google.android.c2dm.permission.RECEIVE,com.avast.android.account.avg.ACCOUNT_PERMISSION,android.permission.WAKE_LOCK,android.permission.ACCESS_COARSE_LOCATION,android.permission.CHANGE_NETWORK_STATE,android.permission.VIBRATE,android.permission.WRITE_SYNC_SETTINGS,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SYSTEM_ALERT_WINDOW,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,android.permission.READ_PHONE_STATE,com.s.cleaner.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.GET_PACKAGE_SIZE,android.permission.CHANGE_WIFI_STATE,android.permission.READ_EXTERNAL_STORAGE,com.google.android.gms.permission.AD_ID,android.permission.BLUETOOTH_CONNECT,com.android.vending.BILLING,com.android.launcher.permission.INSTALL_SHORTCUT,android.permission.READ_SYNC_SETTINGS,android.permission.PACKAGE_USAGE_STATS,com.avast.android.applocker.avg.TEMPORARY_DISABLE,android.permission.ACCESS_BACKGROUND_LOCATION,,,,,,,,,,,,,,,,,,,,,,,,,
AVG Secure VPN – 無制限セキュア VPN,com.avg.android.vpn,ツール,"5,000,000+",AVG Secure VPN Proxy & Privacy_2.61.6464_Apkpure.apk,android.permission.GET_ACCOUNTS,android.permission.ACCESS_FINE_LOCATION,android.permission.INTERNET,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.FOREGROUND_SERVICE,android.permission.USE_CREDENTIALS,android.permission.QUERY_ALL_PACKAGES,android.permission.MANAGE_ACCOUNTS,com.google.android.c2dm.permission.RECEIVE,com.avast.android.account.avg.ACCOUNT_PERMISSION,android.permission.WAKE_LOCK,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,com.google.android.gms.permission.AD_ID,android.permission.CHANGE_WIFI_STATE,com.android.vending.BILLING,android.permission.ACCESS_BACKGROUND_LOCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVG クリーナー,com.avg.cleaner,仕事効率化,"50,000,000+",/mnt/c/users/ryutaro/downloads/com.s.antivirus.apk,android.permission.GET_ACCOUNTS,android.permission.ACCESS_FINE_LOCATION,android.permission.MANAGE_EXTERNAL_STORAGE,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.REQUEST_DELETE_PACKAGES,com.avast.android.account.avg.ACCOUNT_PERMISSION_V2,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.QUERY_ALL_PACKAGES,android.permission.USE_CREDENTIALS,android.permission.KILL_BACKGROUND_PROCESSES,android.permission.MANAGE_ACCOUNTS,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.ACCESS_COARSE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SYSTEM_ALERT_WINDOW,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,com.s.antivirus.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.GET_PACKAGE_SIZE,android.permission.REQUEST_PASSWORD_COMPLEXITY,com.applovin.array.apphub.permission.BIND_APPHUB_SERVICE,com.google.android.gms.permission.AD_ID,android.permission.READ_EXTERNAL_STORAGE,com.android.vending.BILLING,android.permission.USE_FULL_SCREEN_INTENT,android.permission.USE_FINGERPRINT,android.permission.PACKAGE_USAGE_STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS Events,com.mobiquityinc.awsevents,ビジネス,"100,000+",AWS Events_6.9.0_Apkpure.apk,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_MEDIA_IMAGES,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_CALENDAR,android.permission.READ_CALENDAR,android.permission.POST_NOTIFICATIONS,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.CAMERA,android.permission.INTERNET,android.permission.ACCESS_COARSE_LOCATION,android.permission.FOREGROUND_SERVICE,android.permission.VIBRATE,com.mobiquityinc.awsevents.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.READ_EXTERNAL_STORAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWorld in support of ActNow,app.aworld,ライフスタイル,"100,000+",/mnt/c/users/ryutaro/downloads/app.aworld.apk,android.permission.ACCESS_FINE_LOCATION,com.huawei.android.launcher.permission.CHANGE_BADGE,com.huawei.android.launcher.permission.READ_SETTINGS,android.permission.READ_APP_BADGE,com.majeur.launcher.permission.UPDATE_BADGE,android.permission.CAMERA,android.permission.INTERNET,com.oppo.launcher.permission.WRITE_SETTINGS,android.permission.FOREGROUND_SERVICE,me.everything.badger.permission.BADGE_COUNT_WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.WAKE_LOCK,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.ACCESS_COARSE_LOCATION,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,com.htc.launcher.permission.READ_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,android.permission.POST_NOTIFICATIONS,android.permission.WRITE_CALENDAR,com.sec.android.provider.badge.permission.READ,com.oppo.launcher.permission.READ_SETTINGS,app.aworld.permission.C2D_MESSAGE,app.aworld.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,com.google.android.gms.permission.AD_ID,android.permission.READ_EXTERNAL_STORAGE,com.htc.launcher.permission.UPDATE_SHORTCUT,android.permission.READ_CALENDAR,com.sonyericsson.home.permission.BROADCAST_BADGE,com.sec.android.provider.badge.permission.WRITE,android.permission.ACTIVITY_RECOGNITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXS チケット,com.axs.android,エンタメ,"1,000,000+",SRAM AXS_2.7.1_Apkpure.apk,android.permission.ACCESS_FINE_LOCATION,android.permission.BLUETOOTH,android.permission.CAMERA,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.BLUETOOTH_ADMIN,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.BLUETOOTH_SCAN,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.ACCESS_COARSE_LOCATION,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.SYSTEM_ALERT_WINDOW,android.permission.POST_NOTIFICATIONS,com.google.android.gms.permission.AD_ID,android.permission.READ_EXTERNAL_STORAGE,android.permission.BLUETOOTH_CONNECT,com.sram.armyknife.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AccuWeather: ライブ気象レーダー,com.accuweather.android,天気,"100,000,000+",AccuWeather_ Weather Radar_8.11.0-24-google_Apkpure.apk,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_WIFI_STATE,com.google.android.c2dm.permission.RECEIVE,com.accuweather.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,android.permission.WAKE_LOCK,android.permission.READ_PHONE_STATE,android.permission.ACCESS_BACKGROUND_LOCATION,android.permission.INTERNET,android.permission.ACCESS_COARSE_LOCATION,android.permission.FOREGROUND_SERVICE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.VIBRATE,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,com.android.vending.BILLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace Racer - エースレーサー,com.netease.racerna,レース,"1,000,000+",Ace Racer_30063_Apkpure.apk,android.permission.WRITE_SETTINGS,android.permission.CAMERA,android.permission.BLUETOOTH,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.BLUETOOTH_ADMIN,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.CHANGE_NETWORK_STATE,com.qti.permission.PROFILER,android.permission.VIBRATE,com.netease.tx.permission.C2D_MESSAGE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.SYSTEM_ALERT_WINDOW,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.POST_NOTIFICATIONS,android.permission.ACCESS_WIFI_STATE,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.FLASHLIGHT,android.permission.CHANGE_WIFI_STATE,android.permission.READ_EXTERNAL_STORAGE,com.google.android.gms.permission.AD_ID,com.android.vending.BILLING,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,android.permission.BROADCAST_STICKY,com.netease.racerna.permission.ngpush,android.permission.RECORD_AUDIO,android.permission.GET_TASKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Capture：Ps、Ai用のツール,com.adobe.creativeapps.gather,アート＆デザイン,"5,000,000+","Adobe Capture_ Illustrator,Ps_9.1 (3372)_Apkpure.apk",com.samsung.android.iap.permission.BILLING,android.permission.GET_ACCOUNTS,android.permission.READ_INTERNAL_STORAGE,android.permission.CAMERA,android.permission.INTERNET,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.FOREGROUND_SERVICE,android.permission.USE_CREDENTIALS,android.permission.MANAGE_ACCOUNTS,android.permission.WRITE_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.WRITE_INTERNAL_STORAGE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_WIFI_STATE,android.permission.READ_EXTERNAL_STORAGE,com.android.vending.BILLING,android.permission.READ_MEDIA_IMAGES,android.alarm.permission.SET_ALARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Express グラフィックデザインアプリ,com.adobe.spark.post,アート＆デザイン,"10,000,000+",Adobe Express_ Graphic Design_8.17.0_Apkpure.apk,com.samsung.android.iap.permission.BILLING,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_MEDIA_IMAGES,android.permission.ACCESS_WIFI_STATE,android.permission.POST_NOTIFICATIONS,android.permission.READ_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,com.android.vending.BILLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Premiere Rush: 動画編集アプリ,com.adobe.premiererush.videoeditor,動画プレーヤー＆エディタ,"1,000,000+",Adobe Premiere Rush_ Video_2.6.0.2378_Apkpure.apk,com.samsung.android.iap.permission.BILLING,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.RECORD_AUDIO,android.permission.CAMERA,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,com.adobe.premiererush.videoeditor.permission.C2D_MESSAGE,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_EXTERNAL_STORAGE,android.permission.RECEIVE_BOOT_COMPLETED,com.android.vending.BILLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe 入力と署名,com.adobe.fas,仕事効率化,"10,000,000+",Adobe Fill & Sign_1.9.2-regular_Apkpure.apk,com.samsung.android.iap.permission.BILLING,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.CAMERA,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.USE_CREDENTIALS,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_EXTERNAL_STORAGE,android.permission.MANAGE_ACCOUNTS,android.permission.RECEIVE_BOOT_COMPLETED,com.android.vending.BILLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
